"","word","freq","prob"
"they sing happy birthday to her","they sing happy birthday to her",4,0.000654343203009979
"to be a part of the","to be a part of the",4,0.000654343203009979
"to her please what kind of","to her please what kind of",4,0.000654343203009979
"to kimberly and sashacan they sing","to kimberly and sashacan they sing",4,0.000654343203009979
"what kind of donuts do the","what kind of donuts do the",4,0.000654343203009979
"what the hell is going on","what the hell is going on",4,0.000654343203009979
"when i was in th grade","when i was in th grade",4,0.000654343203009979
"would be a good time to","would be a good time to",4,0.000654343203009979
"you want to see in the","you want to see in the",4,0.000654343203009979
"a big welcome to my new","a big welcome to my new",3,0.000490757402257484
"a force to be reckoned with","a force to be reckoned with",3,0.000490757402257484
"a great day to be a","a great day to be a",3,0.000490757402257484
"a home in the block of","a home in the block of",3,0.000490757402257484
"a little over a year ago","a little over a year ago",3,0.000490757402257484
"a lot of time in the","a lot of time in the",3,0.000490757402257484
"a small group of thoughtful committed","a small group of thoughtful committed",3,0.000490757402257484
"a step in the right direction","a step in the right direction",3,0.000490757402257484
"all fun and games until someone","all fun and games until someone",3,0.000490757402257484
"all your eggs in one basket","all your eggs in one basket",3,0.000490757402257484
"am i the only one that","am i the only one that",3,0.000490757402257484
"and cant wait to see you","and cant wait to see you",3,0.000490757402257484
"and cook for a further minutes","and cook for a further minutes",3,0.000490757402257484
"and i have to say i","and i have to say i",3,0.000490757402257484
"and this is crazy but heres","and this is crazy but heres",3,0.000490757402257484
"anyone with information is asked to","anyone with information is asked to",3,0.000490757402257484
"are just a few of the","are just a few of the",3,0.000490757402257484
"at least once in their life","at least once in their life",3,0.000490757402257484
"at pm april in the block","at pm april in the block",3,0.000490757402257484
"at the beginning of the season","at the beginning of the season",3,0.000490757402257484
"at the end of the month","at the end of the month",3,0.000490757402257484
"at the end of this month","at the end of this month",3,0.000490757402257484
"authority of new york and new","authority of new york and new",3,0.000490757402257484
"be on the receiving end of","be on the receiving end of",3,0.000490757402257484
"be the change you want to","be the change you want to",3,0.000490757402257484
"be the first to admit that","be the first to admit that",3,0.000490757402257484
"been a long time since i","been a long time since i",3,0.000490757402257484
"but at the same time i","but at the same time i",3,0.000490757402257484
"by the end of the year","by the end of the year",3,0.000490757402257484
"by the renewing of your mind","by the renewing of your mind",3,0.000490757402257484
"by the time i got to","by the time i got to",3,0.000490757402257484
"can you please followmecody for it","can you please followmecody for it",3,0.000490757402257484
"cant remember the last time i","cant remember the last time i",3,0.000490757402257484
"cant think of a better way","cant think of a better way",3,0.000490757402257484
"cant wait to see you at","cant wait to see you at",3,0.000490757402257484
"chairman of the joint chiefs of","chairman of the joint chiefs of",3,0.000490757402257484
"change you want to see in","change you want to see in",3,0.000490757402257484
"day of i am thankful for","day of i am thankful for",3,0.000490757402257484
"did not respond to requests for","did not respond to requests for",3,0.000490757402257484
"do the best day of all","do the best day of all",3,0.000490757402257484
"do you know who i am","do you know who i am",3,0.000490757402257484
"do you want to be a","do you want to be a",3,0.000490757402257484
"dont even get me started on","dont even get me started on",3,0.000490757402257484
"dont know what i would do","dont know what i would do",3,0.000490757402257484
"dont want to go to school","dont want to go to school",3,0.000490757402257484
"doubt that a small group of","doubt that a small group of",3,0.000490757402257484
"escaping from demon monkeys in temple","escaping from demon monkeys in temple",3,0.000490757402257484
"event is free and open to","event is free and open to",3,0.000490757402257484
"excited to be a part of","excited to be a part of",3,0.000490757402257484
"failed ive just found ways that","failed ive just found ways that",3,0.000490757402257484
"fell on the new york stock","fell on the new york stock",3,0.000490757402257484
"finished a mi run with a","finished a mi run with a",3,0.000490757402257484
"follow me i would do the","follow me i would do the",3,0.000490757402257484
"follow me it would make my","follow me it would make my",3,0.000490757402257484
"follow me would mean so much","follow me would mean so much",3,0.000490757402257484
"followmecody for it would make her","followmecody for it would make her",3,0.000490757402257484
"for it would make her day","for it would make her day",3,0.000490757402257484
"for the first time in its","for the first time in its",3,0.000490757402257484
"for the first time in the","for the first time in the",3,0.000490757402257484
"for the first time in years","for the first time in years",3,0.000490757402257484
"for the follow looking forward to","for the follow looking forward to",3,0.000490757402257484
"for the rest of the week","for the rest of the week",3,0.000490757402257484
"for those of you who are","for those of you who are",3,0.000490757402257484
"from demon monkeys in temple run","from demon monkeys in temple run",3,0.000490757402257484
"game comment in the android market","game comment in the android market",3,0.000490757402257484
"giants fannie mae and freddie mac","giants fannie mae and freddie mac",3,0.000490757402257484
"got points while escaping from demon","got points while escaping from demon",3,0.000490757402257484
"happy mothers day to all those","happy mothers day to all those",3,0.000490757402257484
"has nothing to do with the","has nothing to do with the",3,0.000490757402257484
"has to be one of the","has to be one of the",3,0.000490757402257484
"have not failed ive just found","have not failed ive just found",3,0.000490757402257484
"have to find a way to","have to find a way to",3,0.000490757402257484
"hope you all had a wonderful","hope you all had a wonderful",3,0.000490757402257484
"hope you had a good time","hope you had a good time",3,0.000490757402257484
"hope you have a good day","hope you have a good day",3,0.000490757402257484
"hope you have a great day","hope you have a great day",3,0.000490757402257484
"i am going to have to","i am going to have to",3,0.000490757402257484
"i am so glad i did","i am so glad i did",3,0.000490757402257484
"i cant help but think that","i cant help but think that",3,0.000490757402257484
"i cant wait to get my","i cant wait to get my",3,0.000490757402257484
"i cant wait to read it","i cant wait to read it",3,0.000490757402257484
"i cant wait to see the","i cant wait to see the",3,0.000490757402257484
"i cant wait to see them","i cant wait to see them",3,0.000490757402257484
"i cant wait to see you","i cant wait to see you",3,0.000490757402257484
"i decided that i wanted to","i decided that i wanted to",3,0.000490757402257484
"i dont know what i would","i dont know what i would",3,0.000490757402257484
"i fell in love with the","i fell in love with the",3,0.000490757402257484
"i got points while escaping from","i got points while escaping from",3,0.000490757402257484
"i had a dream last night","i had a dream last night",3,0.000490757402257484
"i have been so busy with","i have been so busy with",3,0.000490757402257484
"i have never been able to","i have never been able to",3,0.000490757402257484
"i have not failed ive just","i have not failed ive just",3,0.000490757402257484
"i have to go to the","i have to go to the",3,0.000490757402257484
"i have to say i was","i have to say i was",3,0.000490757402257484
"i havent been on twitter in","i havent been on twitter in",3,0.000490757402257484
"i havent talked to you in","i havent talked to you in",3,0.000490757402257484
"i hope you have a great","i hope you have a great",3,0.000490757402257484
"i knew this was going to","i knew this was going to",3,0.000490757402257484
"i like the way you think","i like the way you think",3,0.000490757402257484
"i need to get back to","i need to get back to",3,0.000490757402257484
"i would do the best day","i would do the best day",3,0.000490757402257484
"i would love to see the","i would love to see the",3,0.000490757402257484
"i would love to see you","i would love to see you",3,0.000490757402257484
"if you would like to be","if you would like to be",3,0.000490757402257484
"ill be the first to admit","ill be the first to admit",3,0.000490757402257484
"ill have to check it out","ill have to check it out",3,0.000490757402257484
"in front of the other and","in front of the other and",3,0.000490757402257484
"in my neck of the woods","in my neck of the woods",3,0.000490757402257484
"in the blink of an eye","in the blink of an eye",3,0.000490757402257484
"in the bottom of the first","in the bottom of the first",3,0.000490757402257484
"in the bottom of the seventh","in the bottom of the seventh",3,0.000490757402257484
"in the first three months of","in the first three months of",3,0.000490757402257484
"in the not too distant future","in the not too distant future",3,0.000490757402257484
"in the wee hours of the","in the wee hours of the",3,0.000490757402257484
"incorporated in item b above pp","incorporated in item b above pp",3,0.000490757402257484
"is going to be a good","is going to be a good",3,0.000490757402257484
"is no such thing as a","is no such thing as a",3,0.000490757402257484
"is not to be confused with","is not to be confused with",3,0.000490757402257484
"is the right thing to do","is the right thing to do",3,0.000490757402257484
"it had nothing to do with","it had nothing to do with",3,0.000490757402257484
"it has been a long time","it has been a long time",3,0.000490757402257484
"it has nothing to do with","it has nothing to do with",3,0.000490757402257484
"it has to do with the","it has to do with the",3,0.000490757402257484
"it is going to be a","it is going to be a",3,0.000490757402257484
"it is one of the most","it is one of the most",3,0.000490757402257484
"it was a lot of fun","it was a lot of fun",3,0.000490757402257484
"it was great to meet you","it was great to meet you",3,0.000490757402257484
"it was just a matter of","it was just a matter of",3,0.000490757402257484
"it was one of the first","it was one of the first",3,0.000490757402257484
"its all fun and games until","its all fun and games until",3,0.000490757402257484
"its been a long time since","its been a long time since",3,0.000490757402257484
"ive been doing a lot of","ive been doing a lot of",3,0.000490757402257484
"ive just found ways that wont","ive just found ways that wont",3,0.000490757402257484
"just found ways that wont work","just found ways that wont work",3,0.000490757402257484
"just have to wait and see","just have to wait and see",3,0.000490757402257484
"knew this was going to happen","knew this was going to happen",3,0.000490757402257484
"know if you have any questions","know if you have any questions",3,0.000490757402257484
"know what i would do without","know what i would do without",3,0.000490757402257484
"know what it feels like to","know what it feels like to",3,0.000490757402257484
"larceny a larceny was reported at","larceny a larceny was reported at",3,0.000490757402257484
"let you know as soon as","let you know as soon as",3,0.000490757402257484
"light at the end of the","light at the end of the",3,0.000490757402257484
"looking forward to working with you","looking forward to working with you",3,0.000490757402257484
"make the world a better place","make the world a better place",3,0.000490757402257484
"may the fourth be with you","may the fourth be with you",3,0.000490757402257484
"me i would do the best","me i would do the best",3,0.000490757402257484
"me it would make my day","me it would make my day",3,0.000490757402257484
"merry christmas and happy new year","merry christmas and happy new year",3,0.000490757402257484
"mothers day to all the mothers","mothers day to all the mothers",3,0.000490757402257484
"my birthday can i get a","my birthday can i get a",3,0.000490757402257484
"never doubt that a small group","never doubt that a small group",3,0.000490757402257484
"not failed ive just found ways","not failed ive just found ways",3,0.000490757402257484
"of new york and new jersey","of new york and new jersey",3,0.000490757402257484
"of the joint chiefs of staff","of the joint chiefs of staff",3,0.000490757402257484
"of the postdispatch contributed to this","of the postdispatch contributed to this",3,0.000490757402257484
"of the united states and the","of the united states and the",3,0.000490757402257484
"on the other hand if you","on the other hand if you",3,0.000490757402257484
"on the wrong side of the","on the wrong side of the",3,0.000490757402257484
"one of the best in the","one of the best in the",3,0.000490757402257484
"per serving calories g protein g","per serving calories g protein g",3,0.000490757402257484
"please follow me i would do","please follow me i would do",3,0.000490757402257484
"please follow me it would make","please follow me it would make",3,0.000490757402257484
"please follow me would mean so","please follow me would mean so",3,0.000490757402257484
"please followmecody for it would make","please followmecody for it would make",3,0.000490757402257484
"pm april in the block of","pm april in the block of",3,0.000490757402257484
"points while escaping from demon monkeys","points while escaping from demon monkeys",3,0.000490757402257484
"port authority of new york and","port authority of new york and",3,0.000490757402257484
"potter and the deathly hallows part","potter and the deathly hallows part",3,0.000490757402257484
"prayers to you and your family","prayers to you and your family",3,0.000490757402257484
"present your bodies a living sacrifice","present your bodies a living sacrifice",3,0.000490757402257484
"put one foot in front of","put one foot in front of",3,0.000490757402257484
"reported at pm april in the","reported at pm april in the",3,0.000490757402257484
"runs in the bottom of the","runs in the bottom of the",3,0.000490757402257484
"season to taste with salt and","season to taste with salt and",3,0.000490757402257484
"some of my best friends are","some of my best friends are",3,0.000490757402257484
"somebody that i used to know","somebody that i used to know",3,0.000490757402257484
"talks about what it was like","talks about what it was like",3,0.000490757402257484
"thank you so much for all","thank you so much for all",3,0.000490757402257484
"thanks for the follow looking forward","thanks for the follow looking forward",3,0.000490757402257484
"thanks for the rt have a","thanks for the rt have a",3,0.000490757402257484
"thanks so much for following me","thanks so much for following me",3,0.000490757402257484
"thanks so much for the follow","thanks so much for the follow",3,0.000490757402257484
"thanks so much for the retweet","thanks so much for the retweet",3,0.000490757402257484
"thanks to everyone who came out","thanks to everyone who came out",3,0.000490757402257484
"that a small group of thoughtful","that a small group of thoughtful",3,0.000490757402257484
"that fell on the new york","that fell on the new york",3,0.000490757402257484
"the best is yet to come","the best is yet to come",3,0.000490757402257484
"the best things in life are","the best things in life are",3,0.000490757402257484
"the centers for disease control and","the centers for disease control and",3,0.000490757402257484
"the change you want to see","the change you want to see",3,0.000490757402257484
"the department of health and human","the department of health and human",3,0.000490757402257484
"the first three months of the","the first three months of the",3,0.000490757402257484
"the first to admit that i","the first to admit that i",3,0.000490757402257484
"the light at the end of","the light at the end of",3,0.000490757402257484
"the national highway traffic safety administration","the national highway traffic safety administration",3,0.000490757402257484
"the national register of historic places","the national register of historic places",3,0.000490757402257484
"the new england journal of medicine","the new england journal of medicine",3,0.000490757402257484
"the only thing that ever has","the only thing that ever has",3,0.000490757402257484
"the port authority of new york","the port authority of new york",3,0.000490757402257484
"the postdispatch contributed to this report","the postdispatch contributed to this report",3,0.000490757402257484
"the public utilities commission of ohio","the public utilities commission of ohio",3,0.000490757402257484
"the us food and drug administration","the us food and drug administration",3,0.000490757402257484
"the wee hours of the morning","the wee hours of the morning",3,0.000490757402257484
"the winner will be chosen by","the winner will be chosen by",3,0.000490757402257484
"the world is going to end","the world is going to end",3,0.000490757402257484
"there are so many things that","there are so many things that",3,0.000490757402257484
"there has been a lot of","there has been a lot of",3,0.000490757402257484
"there is a big difference between","there is a big difference between",3,0.000490757402257484
"there is so much more to","there is so much more to",3,0.000490757402257484
"think of a better way to","think of a better way to",3,0.000490757402257484
"this is crazy but heres my","this is crazy but heres my",3,0.000490757402257484
"this is going to be an","this is going to be an",3,0.000490757402257484
"to all the moms out there","to all the moms out there",3,0.000490757402257484
"to be one of the best","to be one of the best",3,0.000490757402257484
"to everyone who came out to","to everyone who came out to",3,0.000490757402257484
"to get the most out of","to get the most out of",3,0.000490757402257484
"to take a step back and","to take a step back and",3,0.000490757402257484
"to taste with salt and pepper","to taste with salt and pepper",3,0.000490757402257484
"to the second round of the","to the second round of the",3,0.000490757402257484
"transformed by the renewing of your","transformed by the renewing of your",3,0.000490757402257484
"want to see in the world","want to see in the world",3,0.000490757402257484
"was reported at pm april in","was reported at pm april in",3,0.000490757402257484
"we need to get together soon","we need to get together soon",3,0.000490757402257484
"we want to be the most","we want to be the most",3,0.000490757402257484
"what are you going to do","what are you going to do",3,0.000490757402257484
"what im going to do with","what im going to do with",3,0.000490757402257484
"what to do what to do","what to do what to do",3,0.000490757402257484
"what you are going to do","what you are going to do",3,0.000490757402257484
"what you need to do is","what you need to do is",3,0.000490757402257484
"when i was growing up i","when i was growing up i",3,0.000490757402257484
"while escaping from demon monkeys in","while escaping from demon monkeys in",3,0.000490757402257484
"will have to check it out","will have to check it out",3,0.000490757402257484
"wish i could be there to","wish i could be there to",3,0.000490757402257484
"with information is asked to call","with information is asked to call",3,0.000490757402257484
"with the securities and exchange commission","with the securities and exchange commission",3,0.000490757402257484
"would do the best day of","would do the best day of",3,0.000490757402257484
"would mean the world to me","would mean the world to me",3,0.000490757402257484
"you dont have to worry about","you dont have to worry about",3,0.000490757402257484
"you please followmecody for it would","you please followmecody for it would",3,0.000490757402257484
"a better way to start off","a better way to start off",2,0.000327171601504989
"a bit of getting used to","a bit of getting used to",2,0.000327171601504989
"a chance to win a gift","a chance to win a gift",2,0.000327171601504989
"a childrens story calculated to offend","a childrens story calculated to offend",2,0.000327171601504989
"a clear message that we will","a clear message that we will",2,0.000327171601504989
"a clear path to fulfill our","a clear path to fulfill our",2,0.000327171601504989
"a couple of times a year","a couple of times a year",2,0.000327171601504989
"a couple of times and i","a couple of times and i",2,0.000327171601504989
"a couple of weeks ago my","a couple of weeks ago my",2,0.000327171601504989
"a couple of weeks ago we","a couple of weeks ago we",2,0.000327171601504989
"a different story in europe where","a different story in europe where",2,0.000327171601504989
"a diplomat is a man who","a diplomat is a man who",2,0.000327171601504989
"a few days ago and i","a few days ago and i",2,0.000327171601504989
"a few months ago i was","a few months ago i was",2,0.000327171601504989
"a few more drops of water","a few more drops of water",2,0.000327171601504989
"a few suggestions to show them","a few suggestions to show them",2,0.000327171601504989
"a firm foundation with the bricks","a firm foundation with the bricks",2,0.000327171601504989
"a flight out of tunisia the","a flight out of tunisia the",2,0.000327171601504989
"a great day to live in","a great day to live in",2,0.000327171601504989
"a great time hope to see","a great time hope to see",2,0.000327171601504989
"a guy gotta do to get","a guy gotta do to get",2,0.000327171601504989
"a hard thing for me to","a hard thing for me to",2,0.000327171601504989
"a high counsel that i once","a high counsel that i once",2,0.000327171601504989
"a hooded sweatshirt under all the","a hooded sweatshirt under all the",2,0.000327171601504989
"a lack of any visible progress","a lack of any visible progress",2,0.000327171601504989
"a larceny was reported at pm","a larceny was reported at pm",2,0.000327171601504989
"a list of things to do","a list of things to do",2,0.000327171601504989
"a little more than a month","a little more than a month",2,0.000327171601504989
"a little more than a year","a little more than a year",2,0.000327171601504989
"a lot of people out there","a lot of people out there",2,0.000327171601504989
"a lot of people who have","a lot of people who have",2,0.000327171601504989
"a lot of things that we","a lot of things that we",2,0.000327171601504989
"a lot of work to do","a lot of work to do",2,0.000327171601504989
"a man who always remembers a","a man who always remembers a",2,0.000327171601504989
"a margin of error of plus","a margin of error of plus",2,0.000327171601504989
"a mi run with a time","a mi run with a time",2,0.000327171601504989
"a month ago he was denied","a month ago he was denied",2,0.000327171601504989
"a naturalized us citizen and resident","a naturalized us citizen and resident",2,0.000327171601504989
"a naughty pig party which came","a naughty pig party which came",2,0.000327171601504989
"a part of this future if","a part of this future if",2,0.000327171601504989
"a partridge in a pear tree","a partridge in a pear tree",2,0.000327171601504989
"a pole and so can you","a pole and so can you",2,0.000327171601504989
"a political science professor at the","a political science professor at the",2,0.000327171601504989
